Green Chemistry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Código ICP,G01J,G01N,A61B,H04N,G02B,H01L,G01B,G06K,G01V,C12Q,G06F,A61N,B32B,C07H,G01D,G02F,G06T,B07C,B22F,B63C,B64B,B81B,B81C,C07C,C12N,C12P,C40B,G01C,G01L,G01S,G03G,G08B,G09G,G21G,H01J,,,,,,,,,,,,,,,,
Número,24,16,15,10,9,8,6,5,4,3,3,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Código ICP,G01N,G01J,A61B,C12Q,H01L,G02B,G06K,C12M,G06F,A61N,B07C,G01S,G01V,G02F,G06T,H04N,C12N,A61K,G01B,A01H,A01N,A61F,B01L,B06B,B32B,B42D,B82Y,C07H,C07K,C12P,C40B,F41G,H01B,H01J,,,,,,,,,,,,,,,,,
Número,41,30,26,13,11,10,9,7,6,5,5,5,5,5,5,5,4,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Código ICP,G01J,A61B,G06F,G01N,G06K,G02F,C12Q,G06T,H04N,A61N,B07C,C12N,G01B,G07D,B41M,C07H,C07K,C09D,G01R,G01S,G02B,H01B,H01L,H03M,A01K,A23L,A61K,B01D,C07C,C07D,F41G,G01L,G03B,G09G,G16H,H04L,H04M,,,,,,,,,,,,,,
Número,25,16,15,13,10,5,4,4,4,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Código ICP,G01J,G01N,G02B,G06K,H01L,G01S,A61B,C12Q,G06T,B07C,B41M,C09D,F41G,G01B,G01C,G06F,G07D,H01J,B01L,B32B,B81B,B81C,C07K,C12M,C12N,G01L,G01R,G08G,H01B,H04B,,,,,,,,,,,,,,,,,,,,,
Número,19,7,6,6,6,5,4,3,3,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Código ICP,G01N,A61B,G01J,G01S,G06T,G06K,B41M,G02B,G06F,G07D,C09D,H04B,A61K,C12M,C12Q,G01B,G01M,G01W,G04F,H01L,H04N,A23L,B05D,B42D,B81B,B81C,G01L,G01Q,G08G,H03B,H03F,,,,,,,,,,,,,,,,,,,,
Número,29,22,19,7,6,5,4,4,4,4,3,3,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Código ICP,A61B,G01J,G01N,G06K,G02B,H04N,G01C,A23L,G03B,G06F,G06T,G01B,B01J,C12Q,G01K,G01Q,G06G,H01L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Número,14,13,12,9,7,7,4,3,3,3,3,2,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Código ICP,G01N,G01J,G01C,A61B,G01M,G02B,G03B,G06F,G06K,G06T,C12Q,H01J,F41G,H01L,H04N,B01L,C07H,C12M,C12P,F42B,G01B,G01W,G02F,G06E,,,,,,,,,,,,,,,,,,,,,,,,,,,
Número,21,19,6,5,5,4,4,4,4,4,3,3,2,2,2,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Código ICP,A61B,G01J,G01N,H01L,C01J,C07H,C12P,C12Q,F41G,G01B,G01K,G06T,H04N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Número,8,6,3,3,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Código ICP,G01N,G01J,G01B,G01M,H01L,A61B,B01L,C12N,C12Q,E02D,F41G,H05B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Número,9,5,2,2,2,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Código ICP,G01J,G01N,H04N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Número,5,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petroleum Chemistry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Código ICP,B01J,C10G,C01G,C07C,A23L,A47J,A61K,B01D,C08F,G01F,G01N,A61P,A61Q,C01B,C01D,C07F,C07G,C08G,C08H,C08K,C21D,C30B,D21H,G05B,G06F,,,,,,,,,,,,,,,,,,,,,,,,,,
Número,17,14,6,3,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Código ICP,B01J,C10G,C07C,B01D,C01B,C06B,C07B,C07H,C08F,C10L,D03D,G06K,H04L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Número,11,8,7,2,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Código ICP,C10G,B01J,C07C,C08F,C01G,C10L,B01D,B22F,C02F,C10M,D03D,B01F,B29C,B32B,B33Y,C06B,C07H,C08G,C09B,D06P,F01M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Número,17,15,4,4,3,3,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Código ICP,B01J,C07C,B82B,C01F,C07D,C08F,A61K,A61P,B01L,C10L,G01N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Número,8,8,2,2,2,2,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Código ICP,C07C,B01J,C10G,E21B,C08F,G01N,B01D,C08G,C08K,C10J,C10K,B01F,B61D,B65D,B65G,C01B,C02F,C07D,C08L,C09K,C10B,C10L,F02B,F02M,F16B,,,,,,,,,,,,,,,,,,,,,,,,,,
Número,12,11,7,5,4,3,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Código ICP,C07C,C10G,B01J,C10M,C08F,E21B,C07B,C10N,C01B,C08G,C09B,C10J,D06P,A61K,A61Q,B03C,B32B,B42D,C07D,C10B,C11C,C12P,G01D,G01M,,,,,,,,,,,,,,,,,,,,,,,,,,,
Número,16,16,8,7,4,4,3,3,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Código ICP,C07C,C10M,B01J,C09B,C10G,D06P,E21B,A23L,A61K,B01D,B28B,B64D,C02F,C04B,C07B,C08G,C10L,C10N,C11B,F17D,F23G,G05B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Número,5,4,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Código ICP,B01J,C10G,C07C,E21B,B01D,C01B,C09B,D06P,F01D,F02C,B28B,B32B,C02F,C04B,C06B,C10L,C10M,C12P,C12R,D03D,E04D,H01B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Número,6,6,4,3,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Código ICP,C07C,B01J,B01D,C10M,C10N,C01B,C07B,A61L,B03C,B23P,C08K,C08L,C10G,C10L,C12N,C12P,G01N,G01R,G08C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Número,8,7,3,3,3,2,2,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Código ICP,C07C,B01J,C10M,B01D,B03C,C10G,A61K,B64D,C07B,C07H,C12N,G01N,A01N,A61Q,C08B,C10N,C12P,F01D,G01J,G01R,G01V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Número,12,9,4,3,3,3,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Código ICP,B01J,C07C,B01D,C02F,C10G,B64D,C01B,F16K,B60H,C01G,C07B,C07D,C10L,C10M,C12N,E21B,G01N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Número,11,7,5,5,3,2,2,2,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Código ICP,C10M,C07C,B01J,C10G,A61K,A61Q,C10N,B01D,C10L,H04L,A61P,A62D,B01L,B27K,B27M,C01B,C08K,C09K,C11D,E21B,F16K,F41C,F42B,G01N,G05B,G06F,H04B,H04J,H04M,H04Q,,,,,,,,,,,,,,,,,,,,,
Número,15,13,9,5,4,3,3,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Código ICP,C07C,C10M,B01J,C08F,C10L,C10N,B23K,C08J,B01D,C01B,C07B,C08G,C09K,C10G,C11D,C12N,C12P,C22C,F28D,F28F,G01N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Número,20,20,5,3,3,3,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Código ICP,C10M,C07C,C10N,C10L,C10G,G01N,C08F,C09K,H01G,H01L,H01M,A61K,B01D,B01J,B23K,B29B,B62M,C01B,C02F,C07B,C07F,C08J,C08K,C08L,C22C,C40B,F28F,G05B,H04J,H04L,,,,,,,,,,,,,,,,,,,,,
Número,25,18,8,7,6,3,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Código ICP,C07C,B01J,C10M,C10G,C10L,C01B,C07B,C08F,B01D,B22F,B82B,H01B,H01M,B05D,C08G,C10K,C22C,E04D,F21S,F24F,G01N,G03F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Número,17,8,7,5,5,4,3,3,2,2,2,2,2,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Código ICP,C10M,C10G,B01J,C07C,C10N,C10L,B01F,C01B,C08J,B01D,B29B,B60P,C05G,C06B,C09K,G01F,A61L,A62B,A62D,B05D,B65B,B82B,C07B,C08K,C23F,D02G,F16J,F17C,F28F,G01R,G01S,,,,,,,,,,,,,,,,,,,,
Número,27,14,11,8,7,5,4,4,3,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Código ICP,C10M,B01J,C07C,C10N,B01D,C10G,C07B,C01B,G01N,C07D,B01F,C40B,F01N,F01P,A61L,A62B,A62D,B05D,C10L,F04B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Número,37,15,14,10,9,9,7,4,4,3,2,2,2,2,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Código ICP,C07C,C10G,B01J,B01D,C07B,C10L,C08L,B29B,C01B,C10M,C40B,B01F,C09K,F04F,G01N,B29C,C08F,C08J,C08K,C10N,E21B,F24F,F28F,G03F,H01L,H05K,B23K,B32B,B42B,B42C,B62D,C05G,C06B,C07D,C10C,C22C,C23G,C25C,F01N,F04B,F16L,F28D,,,,,,,,,
Número,21,18,14,10,10,6,5,4,4,4,4,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Código ICP,B01J,C07C,B01D,C10M,C07D,C07B,C10G,C10L,B01F,C06B,C10N,F28F,C01B,C05G,C09K,F24F,G01N,B32B,C01F,C01M,C04B,C07F,C08F,C08L,C12N,C12P,C12R,C40B,F01N,F01P,,,,,,,,,,,,,,,,,,,,,
Número,22,11,8,8,6,5,5,5,3,3,3,3,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Código ICP,C07C,B01D,B01J,C07B,C10M,C11D,C01B,C10G,C10N,F24F,G01N,A61L,B08B,B60H,B60K,B60P,B60R,B65D,C07D,C08F,C08K,C08L,C09D,F02M,F04F,F28D,H01C,H01M,,,,,,,,,,,,,,,,,,,,,,,
Número,10,9,8,7,7,3,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Código ICP,C07C,C10G,B01J,C07D,C10M,B01D,B01F,B06B,C07B,C08K,C09K,F23C,F28F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Número,5,5,4,3,2,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Biorefinery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Código ICP,C12P,C12N,C08H,C08L,C10G,C12M,C07C,C10L,C07G,D21C,B01J,C08B,B01D,C07D,C08G,C02F,C12R,C11B,C13K,C01B,C11C,D21H,G01N,A23L,C07H,C07K,C08J,C08K,C09J,C12Q,A23J,B27N,B29C,C04B,C08F,C09K,C10M,D01G,D21B,H01M,A01N,A23B,A23D,A23K,A23N,A61K,A61L,B08B,B27K,B29B,
Número,52,32,18,15,15,14,12,12,11,11,10,10,9,9,8,7,7,6,5,4,4,4,4,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Código ICP,C12P,C12N,B01J,C13K,D21C,C07C,C08H,C10G,C12M,C07G,C12Q,B01D,C08B,B01L,C02F,C08J,C08L,C12R,D21H,G01N,B01F,C08G,C10J,C10L,C11B,C11C,C11D,D21B,A21D,A23L,B03C,C07D,C10B,D21D,A24B,B82Y,C01B,C07H,C07K,C08F,C09D,H01M,A01F,A01G,A23D,A61K,A61Q,B09B,B27K,B29C,
Número,63,32,18,17,17,16,14,14,13,9,8,7,7,6,6,6,6,6,6,6,5,5,5,5,4,4,4,4,3,3,3,3,3,3,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Código ICP,C12P,C12N,D21C,C07C,C08H,C07G,C08B,C07D,B01J,C10G,C12M,C08L,B01D,C09K,C13K,C07H,C12R,C09D,C10L,C11B,C11C,D21B,C12Q,D21H,H01M,C02F,C08G,G01N,C07K,C08J,C08K,D01F,A01D,A01G,A23L,B01L,B03C,B27N,B82Y,C05F,C08C,C09J,C25B,A23B,A23F,A23K,A61K,B01F,B02C,B07B,
Número,54,30,25,18,16,14,14,13,12,12,12,10,9,8,8,7,7,6,6,6,6,6,5,5,5,4,4,4,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Código ICP,C12P,C12N,D21C,C10G,C07C,C07G,C08H,C13K,C10L,C08B,C12M,C08L,C07H,C07D,C11B,B01J,D21B,A23K,C11C,C01B,C10J,B01D,C02F,C08G,C09J,C10B,C11D,A23L,C12R,B27N,C07K,C08F,C10K,A01N,A61K,B01F,C07B,C08J,C08K,C12F,D01F,F23B,F23G,F23J,F28D,A01D,A01F,A01H,A21D,A23D,
Número,80,43,23,20,19,19,18,18,17,15,15,13,12,11,11,10,9,8,7,6,6,5,5,5,5,5,5,4,4,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Código ICP,C12P,C07C,C10G,C12N,D21C,C10L,C08L,C08B,C07G,C11B,C13K,B01J,C08H,C12M,C11C,C01B,C02F,B01D,C08G,D21H,C07D,C10J,A23L,C09J,A61K,G01N,A23K,C07H,C08K,C10B,C12Q,C12R,D01D,D01F,A01N,B27N,C07B,C08J,C09F,C09K,C10K,C12F,D06M,D21B,F23C,F28D,H01M,A01D,A01G,A23D,
Número,84,37,33,31,27,25,20,18,17,17,15,14,14,14,13,12,10,8,7,7,6,6,5,5,4,4,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Código ICP,C12P,C12N,C07C,C08H,C10L,C13K,D21C,C08B,C10G,C07G,B01J,C11C,C08G,C11B,C08L,C12R,C07D,C12M,A23K,C01B,C07H,C10J,D01F,B09B,C08F,C08J,C11D,A01N,C02F,C05F,C12Q,C25B,D01D,G01N,A23L,B01D,B82Y,C07B,C07F,C07K,C08K,C12F,C13B,D06M,D21B,G06F,H01M,A01D,A01G,A01H,
Número,97,41,39,26,26,26,25,21,20,17,14,13,12,12,10,9,8,8,6,6,6,6,5,4,4,4,4,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Código ICP,C12P,C12N,C07C,C10G,C10L,C08B,C08G,C08H,C11B,C11C,C12M,C13K,D21C,C08L,B01D,B01J,C12R,G01N,C07H,C12Q,A23K,B09B,C02F,C07B,C07D,C07G,A01N,C07K,A01D,B01F,B01L,B03C,C08F,C08J,C10B,A01G,A23D,A23J,B65G,C01B,C08K,C09D,C10J,C12F,C13B,C40B,D06M,D21H,F23G,A01H,
Número,87,51,43,25,18,13,13,13,12,12,11,11,10,9,8,8,8,8,7,7,5,5,5,5,5,5,4,4,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Código ICP,C12P,C12N,C10L,C07C,C10G,D21C,C12M,B01J,C01B,C10M,C11C,C08F,C12R,C02F,C08B,C10J,C12Q,C13K,B01D,C07D,C07G,C08H,C08K,C08L,C11B,A23K,B09B,C07F,C07K,A01G,A23L,C08G,C10N,C11D,D21B,F02C,G01N,G06Q,A01H,A01N,A23D,A45D,C04B,C07H,C09D,C10B,C10K,C13B,D01F,D21H,
Número,85,52,32,31,19,16,15,14,11,10,10,8,8,7,7,7,7,7,6,6,6,6,6,5,5,4,4,4,4,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Código ICP,C12P,C12N,C07C,B01J,C10L,C13K,D21C,C01B,C10G,C08B,C08H,C07D,C07G,C11C,B01D,C07H,F24S,A23L,C07F,C10J,C12M,C02F,A23K,C07K,A01N,C11B,G01N,H01M,A23J,A61L,C05C,C05G,C08L,C10M,C12F,C12Q,D21B,A01H,A23C,A23D,B02B,B05D,B09B,C07B,C08F,C09B,C11D,C13B,D04H,D06M,
Número,71,29,22,15,15,14,13,12,12,11,10,8,8,8,7,7,7,6,6,6,6,5,4,4,3,3,3,3,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
